PGM_ID,APPROVAL_PROCESS_NAME,PGM_NAME,MATERIAL_GROUP,TECH_CENTER_LOC,NEED_BY_DATE,CREATED_DATE,ASSIGNED_TO,CREATOR,ASSIGNEE,REQUESTER,CURRENT_STATUS,PROGRAM_STAGE,MATERIAL_CODE,REVISION_NO,CLASS,SUB_CLASS,SUPPLIER_NAME,SUPPLIER_PLANT,SUPPLIER_CITY,SUPPLIER_STATE,SUPPLIER_COUNTRY,SUPPLIER_PLANT_LOCATION,SUPPLIER_TRADENAME,AGENT_NAME,AGENT_PLANT,AGENT_CITY,AGENT_STATE,AGENT_COUNTRY,AGENT_PLANT_LOCATION,COMMODITY_GROUP,MATERIAL_CATEGORY,REGION_FOR_TRIAL,PLANT_FOR_TRIAL,PLANT_SLOT,EXP_CODE,SPECIFIC_GRAVITY,RHC_POLYMER,RHC_OIL,RHC_FILTER,RMI_DESC,MANET_CLASS,MANET_SUBCLASS,MATERIAL_TYPE,MATERIAL_SUBTYPE,COMPONENT_TYPE,STAINING,COMPATIBLE,MATERIAL_FORM,PGM_REASON,AGENT_BUILD_BREAK,REINGMI_DESC,MAT_CLASS,MAT_SUBCLASS,MAT_DOUBLE_SUBCLASS,APPROVAL_REGIONS,RESTRICTED_PLANTS
56251,SOURCE CHANGE,SC_056251,RAW MATERIAL,GTC*A,,2018-05-07 12:46:04,5640,BENJAMIN EDMISTEN,Carolina Gomez-Blatner,,Completed,PAPER WORK - Completed,OLIVAX,12.0,Weathering Protectors,"Antioxidant, Antiozonant",KEMAI CHEMICAL,JMQ,Tianjin,Others,China,"JMQ, Tianjin, China",TMQ,KEMAI CHEMICAL,Distribution location,Memphis,TN,USA,"Distribution location, Memphis, TN, USA",PCO,AOX-AOZ,NA,Gadsden,2018-06-15,N0045353,,,,,,,,,,,,,,"Emergency Source Change: With the global shortage of TMQ, the closure of Emerald, annual supply cap from Lanxess, as well as Khimprom no longer a viable option, GY has decided to qualify Kemai to supply Olivax at GA and TO to avoid July 2018 runout situations. 	",,,,,,,
56252,SOURCE CHANGE,SC_056252,RAW MATERIAL,GTC*A,,2018-05-07 12:48:55,5640,BENJAMIN EDMISTEN,Carolina Gomez-Blatner,,Completed,PAPER WORK - Completed,OLIVAX,12.0,Weathering Protectors,"Antioxidant, Antiozonant",KEMAI CHEMICAL,JMQ,Tianjin,Others,China,"JMQ, Tianjin, China",TMQ,KEMAI CHEMICAL,Distribution location,Memphis,TN,USA,"Distribution location, Memphis, TN, USA",PCO,AOX-AOZ,NA,Topeka,2018-06-22,N0045354,,,,,,,,,,,,,,"Emergency Source Change: With the global shortage of TMQ, the closure of Emerald, annual supply cap from Lanxess, as well as Khimprom no longer a viable option, GY has decided to qualify Kemai to supply Olivax at GA and TO to avoid July 2018 runout situations. 	",,,,,,,
56712,NEW MATERIAL,NM_056712,RAW MATERIAL,GTC*L,,2018-05-16 10:26:53,459,Armin Heyen,Armin Heyen,Armin Heyen,Cancelled,LAB EVALUATION - Skipped will be tested in parallel to plant trial,,,,,CHEM TREND,"Valinhos, SP, Brazil",Valinhos,SP,Brazil,"Valinhos, SP, Brazil",ML-8260,,,,,,,,,LA,Americana,,RFX0010817,1,0,0,0,Inside tire paint,"Lubricants, Release",Inside Tire Lining Cements,CHEM,CHEM,LUBRICANT,N,Y,L,"D4 elimination project
to replace Elmowite",,,,,,"AP, EMEA, LA, NA","Adapazari, Indonesia, Izmit, Medicine Hat, Napanee, Nippon Giant, Peru, Thailand, Valleyfield"
59713,NEW MATERIAL,NM_059713,RAW MATERIAL,GTC*A,,2018-07-11 10:15:26,580,Thomas Stockman,Teresa Martter,,Cancelled,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",10770-409G,,,,,,,,,NA,ICM*A,,RFX0010870,0.95,100,0,0,Fn SSBR 21/50 with L-TW3.,Polymers,"SBR, Solution",POLY,POLY,SBR,N,Y, ,Fn-SSBR,,,,,,NA,
60589,REVISIONS,RE_060589,REINFORCEMENT,GTC*A,,2018-07-30 08:05:04,34,Doug Till,Doug Till,,Cancelled,LAB EVALUATION - Sample Ordered,NF30DH,0.0,FABRIC,"NYLON 6,6",,,,,,,,,,,,,,Fabric,Fabric,AP,Thailand,,RFN00184,,,,,,,,,,,,,,Robin 2029C approval in TIK,,"1400/1/2 Nylon66, 10x10 tpi, 30 epi, DH (with Robin 2029C)",FABRIC,"NYLON 6,6",,"AP, EMEA, LA, NA",
60590,REVISIONS,RE_060590,REINFORCEMENT,GTC*A,,2018-07-30 08:09:36,34,Doug Till,Doug Till,,Cancelled,LAB EVALUATION - Sample Ordered,NC27JA,0.0,FABRIC,"NYLON 6,6",,,,,,,,,,,,,,Fabric,Fabric,LA,Americana,,RFN00185,,,,,,,,,,,,,,Robin 2029C approval in Kordsa Brazil,,"940/1/2 Nylon66, 12x12 tpi, 27 epi, JA (with Robin 2029C)",FABRIC,"NYLON 6,6",,"AP, EMEA, LA, NA",
60591,REVISIONS,RE_060591,REINFORCEMENT,GTC*A,,2018-07-30 08:13:25,34,Doug Till,Doug Till,,Cancelled,LAB EVALUATION - Sample Ordered,TV27HP,0.0,FABRIC,POLYESTER - HMLS,,,,,,,,,,,,,,Fabric,Fabric,NA,Valleyfield,,RFV00119,,,,,,,,,,,,,,Robin 2029C approval at Hyosung Vietnam,,"1670/1/2 HMLS PET, 8.5x8.5 tpi, 27 epi, HP with Robin 2029C",FABRIC,POLYESTER - HMLS,,"AP, EMEA, LA, NA",
60592,REVISIONS,RE_060592,REINFORCEMENT,GTC*A,,2018-07-30 08:16:51,34,Doug Till,Doug Till,,Cancelled,LAB EVALUATION - Sample Ordered,NF26JA,0.0,FABRIC,"NYLON 6,6",,,,,,,,,,,,,,Fabric,Fabric,NA,Lawton,,RFN00186,,,,,,,,,,,,,,Robin 2029C approval at Hyosung Decatur,,"1400/1/2 Nylon66, 10x10 tpi, 26 epi, JA (with Robin 2029C)",FABRIC,"NYLON 6,6",,"AP, EMEA, LA, NA",
23846,SOURCE CHANGE,SC_023846,RAW MATERIAL,GTC*L,,2014-10-29 15:15:31,750,Jeremy Schans,Vickie Weeter,,Completed,PAPER WORK - Completed,CODE405,28.0,Carbon Black,N200 ISAF,YAROSLAVL CARBON,"LSL - YAROSLAVL, RUSSIA",YAROSLAVL,Others,Russia,"LSL -, YAROSLAVL, Russia",N220,MAKROCHEM S.A.,"EDN - LUBLIN, POLAND",LUBLIN,Others,Poland,"EDN -, LUBLIN, Poland",Filler,Carbon Black,EMEA,Wittlich,2015-01-23,N0043331,,,,,,,,,,,,,,2015 Productivity,,,,,,,
67695,NEW MATERIAL,NM_067695,RAW MATERIAL,GTC*A,,2019-03-08 08:53:10,580,Thomas Stockman,Teresa Martter,,Cancelled,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",10770-419B,,,,,,,,,NA,ICM*A,,RFX0011163,0.95,100,0,0,Fn-Initiated SSBR,Polymers,"SBR, Solution",POLY,POLY,SBR,N,Y, ,Fn-SSBR,,,,,,NA,
67696,NEW MATERIAL,NM_067696,RAW MATERIAL,GTC*A,,2019-03-08 08:56:17,580,Thomas Stockman,Teresa Martter,,Cancelled,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",10770-419C,,,,,,,,,NA,ICM*A,,RFX0011164,0.95,100,0,0,Fn-SSBR,Polymers,"SBR, Solution",POLY,POLY,SBR,N,Y, ,Fn-SSBR,,,,,,NA,
67698,NEW MATERIAL,NM_067698,RAW MATERIAL,GTC*A,,2019-03-08 08:58:56,580,Thomas Stockman,Teresa Martter,,Cancelled,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",10770-419D,,,,,,,,,NA,ICM*A,,RFX0011165,0.95,100,0,0,Fn- Init SSBR,Polymers,"SBR, Solution",POLY,POLY,SBR,N,Y, ,Fn-SSBR,,,,,,NA,
67707,NEW MATERIAL,NM_067707,RAW MATERIAL,GTC*A,,2019-03-08 10:10:45,580,Teresa Martter,Teresa Martter,Teresa Martter,Cancelled,RAW MATERIAL INFORMATION - Completed,,,,,LG CHEMICAL,Daesan,Daesan,Others,South Korea,"Daesan, South Korea",M1038,,,,,,,,,NA,Other,,RFX0011172,0.91,95.24,4.76,0,"Funct. SSBR, 5phr TDAE",Polymers,"SBR, Solution",POLY,POLY,SBR,N,Y, ,New Material Evaluation,,,,,,"AP, EMEA, LA, NA",
67800,NEW MATERIAL,NM_067800,RAW MATERIAL,GTC*A,2019-03-29,2019-03-12 09:16:34,7366,Jeffery H Hayat,Jeffery H Hayat,Jeffery H Hayat,Cancelled,RAW MATERIAL INFORMATION - Completed,,,,,KURARAY,"Kashima, Kamisu-shi, Ibaraki, Japan",Kashima,Others,Japan,"Kamisu-shi, Ibaraki, Kashima, Japan",LFR-107,,,,,,,,,NA,ICM*A,,RFZ0011161,0.90,0,0,0,liquid farnesene,Process Aids,Process Aids,CHEM,CHEM,MISCELLANEOUS,N,Y,L,fundamental study of liquid farnesene rubber for non-pneumatic tire,,,,,,NA,
67848,NEW SOURCE,NS_067848,RAW MATERIAL,GTC*A,,2019-03-13 08:36:06,580,Stewart Foster,Teresa Martter,,Cancelled,LAB EVALUATION - COA received,AMIRIC,0.0,Polymers,"Halobutyl, Butyl",Goldsmith and Eggleton,Wadsworth,Wadsworth,OH,USA,"Wadsworth, OH, USA",Blended Bromobutyl.,Channel Prime Alliance,Des Moines,Des Moines,IA,USA,"Des Moines, IA, USA",,,NA,Gadsden,,RFX0011168,0.93,100,0,0,"Reprocessed bromobutyl,",Polymers,Halobutyl,POLY,POLY,BUTYL,N,N, ,"Exxon increased their halobutyl price in 2019 by $312/mton.  15 source changes were initiated to reduce the overall headwinds to Goodyear.  The majority of the source changes were focused in EU, Canada, and Aurangabad. 
North American lanes remain on Exxon due to the domestic logistics benefit sourcing from Exxon.  To further reduce headwinds, we are looking for ways to reduce the butyl demand in NA.  
Amiric is produced by Goldsmith and Eggleton and distributed through Channel Prime.  Amiric is off spec butyl supplied by Exxon to G&E, which is reprocessed to meet the Amiric spec.  

Current Amiric pricing is $0.92/lb = $2028/mton
January 2019 Exxon Rionic price = $2800/mton
Delta = $772/mton

Channel Prime can supply 2 truckloads a month (~38.5 mton/month).  

So annual savings is about 38.5*12*772 = $356,664",,,,,,NA,
67968,SOURCE CHANGE,SC_067968,REINFORCEMENT,GTC*A,,2019-03-18 10:06:01,5640,Klaudia Hailey,Carolina Gomez-Blatner,,Cancelled,PPO REINFORCMENT - Completed,NF28JA,0.0,FABRIC,"NYLON 6,6",HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,"Decatur, AL, USA",S02NF28JA,,,,,,,Fabric,Fabric,NA,Medicine Hat,,RF0045666,,,,,,,,,,,,,,"Reason:  Supply disruptions from Hyosung Vietnam.  Hyosung Decatur last supplied in 2016.
$2.696 usd/lb 1Q pricing would remain same for HYO Decatur
As of 3/7 MH plant has 10 days of inventory
 May have possibility of air freighting some to plant, some scheduled to arrive by boat but unsure on timing.
",,,,,,,
67977,OTHER MATERIAL,OM_067977,REINFORCEMENT,GTC*L,,2019-03-18 15:35:55,6601,Klaudia Hailey,Arun Manogaran,Klaudia Hailey,Completed,PAPER WORK - Completed,CH,0.0,WIRE,BEAD WIRE,BMZ,"Micord, Bielorussia","Micord, Bielorussia",Others,Russia,"Micord, Bielorussia, Russia",312CH,,,,,,,,,EMEA,Wittlich,2019-08-30,RFGL2110,,,,,,,,,,,,,,"BMZ re-approval after fire in 2017
price setter for our supply base
146 k EUR savings potential for 60% allocation
to potential capture in 2020",,1.83mm HT,WIRE,BEAD WIRE,,,
67978,OTHER MATERIAL,OM_067978,REINFORCEMENT,GTC*L,,2019-03-18 15:39:47,6601,Klaudia Hailey,Arun Manogaran,Klaudia Hailey,Completed,PAPER WORK - Completed,BH,0.0,WIRE,BEAD WIRE,BMZ,"Micord, Bielorussia","Micord, Bielorussia",Others,Russia,"Micord, Bielorussia, Russia",312BH,,,,,,,,,EMEA,Hanau,2019-09-06,RFGL2109,,,,,,,,,,,,,,"Re-approval of BMZ manufacturing line after fire in 2017.
This could help leverage competition with other bead wire suppliers.
100% allocation in 2020 would trigger a productivity of 73k EUR.",,1.295mm HT,WIRE,BEAD WIRE,,,
68134,NEW MATERIAL,NM_068134,RAW MATERIAL,GTC*A,,2019-03-22 07:36:51,580,Thomas Stockman,Teresa Martter,,Cancelled,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",10770-420C,,,,,,,,,NA,ICM*A,,RFX0011174,0.95,100,0,0,"BDEAVS Fn-SSBR, 21/50",Polymers,"SBR, Solution",POLY,POLY,SBR,N,Y, ,Fn-SSBR development,,,,,,NA,
68136,NEW MATERIAL,NM_068136,RAW MATERIAL,GTC*A,,2019-03-22 07:45:13,580,Thomas Stockman,Teresa Martter,,Cancelled,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",10770-420E,,,,,,,,,NA,ICM*A,,RFX0011176,0.95,100,0,0,BDMAVS Fn-SSBR 21/50 .5eq DTP,Polymers,"SBR, Solution",POLY,POLY,SBR,N,Y, ,Fn-SSBR development,,,,,,NA,
68137,NEW MATERIAL,NM_068137,RAW MATERIAL,GTC*A,,2019-03-22 07:48:09,580,Thomas Stockman,Teresa Martter,,Cancelled,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",10770-420F,,,,,,,,,NA,ICM*A,,RFX0011177,0.95,100,0,0,BDMAVS Fn-SSBR 21/50 0.3eq DTP,Polymers,"SBR, Solution",POLY,POLY,SBR,N,Y, ,Fn-SSBR development,,,,,,NA,
68138,NEW MATERIAL,NM_068138,RAW MATERIAL,GTC*A,,2019-03-22 07:51:56,580,Thomas Stockman,Teresa Martter,,Cancelled,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",10770-420G,,,,,,,,,NA,ICM*A,,RFX0011178,0.95,100,0,0,"BDMAVS Fn-SSBR 21/50, 0.2eq DTP",Polymers,"SBR, Solution",POLY,POLY,SBR,N,Y, ,Fn-SSBR,,,,,,NA,
68194,SOURCE CHANGE,SC_068194,RAW MATERIAL,GTC*A,,2019-03-25 13:14:34,10100,Stewart Foster,Elliot Newman,,In Progress,PPO RAW MATERIAL - Completed,HEITZIC,0.0,"Lubricants, Release",Slab Dips,BARBE AMERICA,"Flowery Branch, GA, USA",Flowery Branch,GA,USA,"Flowery Branch, GA, USA",Promol AR-83,,,,,,,Miscellaneous,Other Rubber Chemical,NA,Fayetteville,2019-06-21,N0045670,,,,,,,,,,,,,,"As part of the new NA regulation, FAYETTEVILLE has changed from old non compliant product to new HEITZIC = PROMOL AR-83 L (\"L\" stands for crystalline silica free). Unfortunately BONJOVIC is creating issues on the lines relating to clumping, higher concentration and excessive foaming - according to Jimmy Moore. For this reason the plant has decided to trial HEITZIC.",,,,,,,
68195,SOURCE CHANGE,SC_068195,REINFORCEMENT,GTC*L,,2019-03-25 14:19:41,6580,Klaudia Hailey,Ekrem Inaler,,Cancelled,PPO REINFORCMENT - Completed,UG,0.0,WIRE,STEEL CORD,BEKAERT,"IZMIT, TURKEY","IZMIT, TURKEY",Others,Turkey,"IZMIT, TURKEY, Turkey",BA01UG,,,,,,,Steel,Wire,EMEA,Luxembourg,,RF0045671,,,,,,,,,,,,,,"Procurement would like to introduce Bekaert Izmit (APK Bekaert Turkey) for UG at Goodyear plant LU with 30% allocation for 2019.
Incumbent supplier is Bekaert Burgos that will be replaced by Bekaert Izmit (incumbent supplier plant SIS AJD Bekaert Burgs Spain) and Bekaert Izmit is already supplying / not supplying UG at Goodyear TZ.",,,,,,,
68354,SOURCE CHANGE,SC_068354,RAW MATERIAL,GTC*A,,2019-03-29 12:44:42,5640,Stewart Foster,Carolina Gomez-Blatner,,Cancelled,PROGRAM INITIATION - In Progress ,CODE799,16.0,Carbon Black,N300 HAF,CABOT,Maua - Sao Paulo,Maua - Sao Paulo,Others,Brazil,"Maua - Sao Paulo, Brazil",VULCAN 3H,,,,,,,Filler,Carbon Black,LA,Americana,,N0045679,,,,,,,,,,,,,,"The goal for this project is to keep this source approved in the SoS. We are close to the 3 year window of no shipments and we do not want any carbon black site to be removed from SoS as the market is tight and we need to maintain all available supply points should disruptions occur. There is no intention to change sources to this site, only to maintain approval. 
",,,,,,,
68357,SOURCE CHANGE,SC_068357,RAW MATERIAL,GTC*A,,2019-03-29 15:14:51,10100,Stewart Foster,Elliot Newman,,Completed,PAPER WORK - Completed,RICKYINE,7.0,"Lubricants, Release","Dust Stop, Lube Ring",ERGON REFINING,Vicksburg,Vicksburg,MS,USA,"Vicksburg, MS, USA",HYPRENE L1200,,,,,,,PCO,Oil,NA,Medicine Hat,2019-05-03,N0045681,,,,,,,,,,,,,,"RICKYINE from Cross Oil (Smackover AR) has caused significant mixer downtime in nearly every GY NA plant (including at least FAY, LAW, TOP, DAN, NAP, MH, VF) due to excessive clogging of transfer pipes and filters between the holding tanks and the individual point-of-use mixers",,,,,,,
68360,NEW MATERIAL,NM_068360,RAW MATERIAL,GTC*A,,2019-03-29 15:46:24,580,Teresa Martter,Teresa Martter,Teresa Martter,Cancelled,RAW MATERIAL INFORMATION - Completed,,,,,Nizhnekamskneftekhim,Nizhnekamsk,,Others,Russia,"Nizhnekamsk, Russia",BR-610B,,,,,,,,,NA,Other,,RFX0011190,0.9,100,0,0,BR,Polymers,"BR, Polybutadiene",POLY,POLY,PBD,N,Y, ,New Material Evaluation,,,,,,"AP, EMEA, LA, NA",
68430,SOURCE CHANGE,SC_068430,RAW MATERIAL,GTC*A,,2019-04-02 12:09:32,10100,Stewart Foster,Elliot Newman,,Completed,PAPER WORK - Completed,RICKYINE,7.0,"Lubricants, Release","Dust Stop, Lube Ring",ERGON REFINING,Vicksburg,Vicksburg,MS,USA,"Vicksburg, MS, USA",HYPRENE L1200,,,,,,,PCO,Oil,NA,Valleyfield,2019-05-10,N0045685,,,,,,,,,,,,,,"RICKYINE from Cross Oil (Smackover AR) has caused significant mixer downtime in nearly every GY NA plant (including at least FAY, LAW, TOP, DAN, NAP, MH, VF) due to excessive clogging of transfer pipes and filters between the holding tanks and the individual point-of-use mixers.  Estimated mixer downtime in the region exceeds 100 hours in the last year.",,,,,,,
68549,NEW MATERIAL,NM_068549,RAW MATERIAL,GTC*A,,2019-04-05 08:23:42,580,Thomas Stockman,Teresa Martter,,Cancelled,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",10770-421D,,,,,,,,,NA,ICM*A,,RFX0011186,0.95,100,0,0,"BDEAVS Fn-SSBR 21/50, low TMEDA",Polymers,"SBR, Solution",POLY,POLY,SBR,N,Y, ,Fn-SSBR,,,,,,NA,
68767,SOURCE CHANGE,SC_068767,RAW MATERIAL,GTC*L,,2019-04-12 13:13:48,1420,Stewart Foster,Venkat Venkatachalam,,Created,PROGRAM INITIATION - In Progress ,THIELIC-N,0.0,Resins,Traction and Plasticizer,Kraton,Niort,Niort,Others,France,"Niort, France",Sylvatraxx 4401GY,Megachem,"Samutprakarn, Thailand",Samutprakarn,Others,Thailand,"Samutprakarn, Thailand",PCO,Resin,AP,Pulandian,2019-06-14,N0045694,,,,,,,,,,,,,,Taiff exposure avoidance from current supplier Eastmann (US Based),,,,,,,
68768,AGENT APPROVAL,AA_068768,RAW MATERIAL,GTC*L,,2019-04-12 13:14:37,8161,Jasmine Liu,Jasmine Liu,,Completed,PAPER WORK - Completed  Sent to LYK,CODE72,5.0,Non Black Fillers,Miscellaneous,COSMO CHEMICAL,Onsan,Onsan,Others,South Korea,"Onsan, South Korea",KA-100,KONIMPEX,Konin,Konin,Others,Poland,"Konin, Poland",,,,,,N0045695,,,,,,,,,,,,,,Luxembourg would need TIO2 in small volume. Manufacturer is located in Korea. Approving Konimpex as an agent to provide local support.,N,,,,,EMEA,
68852,SOURCE CHANGE,SC_068852,RAW MATERIAL,GTC*L,,2019-04-16 15:35:46,6580,Stewart Foster,Ekrem Inaler,,Created,PROGRAM INITIATION -  ,TYLERAXH,0.0,Curing Materials,Accelerators,Shandong Yanggu Huatai Chemical Co.Ltd.,"No.217, Qinghexi Road, Yanggu County, Liaocheng City, Shandong Province, China",Liaocheng,Others,China,"No.217, Qinghexi Road, Yanggu County,  City, Shandong Province, Liaocheng, China",TBSI,SAWEX,WARSAW,WARSAW,Others,Poland,"WARSAW, Poland",PCO,Accelerator,,,,N0045699,,,,,,,,,,,,,,,,,,,,,
68926,NEW SOURCE,NS_068926,RAW MATERIAL,GTC*A,,2019-04-18 12:32:05,7145,Stewart Foster,Alison Logan,,Cancelled,PROGRAM INITIATION -  ,SUBSTIC,1.0,Polymers,"IR, Polyisoprene",,,,,,,,,,,,,,Synthetic Rubber,Other Polymer,,,,N0045701,,,,,,,,,,,,,,,,,,,,,
68961,AGENT APPROVAL,AA_068961,RAW MATERIAL,GTC*L,,2019-04-19 04:02:12,8980,Sibla Toader,Sibla Toader,,Cancelled,PROGRAM INITIATION - Completed ,CODE2771,0.0,Non Black Fillers,Silicas,SOLVAY,"Qingdao (JIHONGTAN), Chengyang District, Shandong, China",Qingdao,Others,China,"(JIHONGTAN), Chengyang District, Shandong, Qingdao, China",Z115GR,SOLVAY,Wloclawek,Wloclawek,Others,Poland,"Wloclawek, Poland",,,,,,N0045702,,,,,,,,,,,,,,correctly define Solvay Poland as agent for China produced material,N,,,,,EMEA,
68965,NEW MATERIAL,NM_068965,REINFORCEMENT,GTC*L,2019-04-26,2019-04-19 08:06:28,6200,Gabriel Bonnet,Gabriel Bonnet,Maurice Klinkenberg,Cancelled,LAB EVALUATION - Lab Evaluation Completed,,,,,Melike,"Gaziantep, Turkey",Gaziantep,Others,Turkey,"Gaziantep, Turkey",NE18,Melike,"Gaziantep, Turkey",Gaziantep,Others,Turkey,"Gaziantep, Turkey",,,EMEA,RCCE,,RFGYD3684,,,,,,,,,,,,,,New weft cord approval requested by Hyosung Lux,,Ne18 (Nm30.4) COMBED COTTON WEFT YARN,TEXTILE CORD,FILL,,"AP, EMEA, LA, NA",
69436,NEW MATERIAL,NM_069436,RAW MATERIAL,GTC*L,,2019-05-03 10:59:32,6701,Karmena Anyfantaki,Karmena Anyfantaki,Karmena Anyfantaki,Cancelled,PROGRAM INITIATION - Completed ,,,,,Braskem,Capuava,Santo Andre,Others,Brazil,"Capuava, Santo Andre, Brazil",PIB 30,,,,,,,,,EMEA,Luxembourg,,N0045713,,,,,,,,,,,,,,Klebric NS or alternative,,,,,,"AP, EMEA, LA, NA",
69437,NEW SOURCE,NS_069437,RAW MATERIAL,GTC*A,,2019-05-03 12:05:41,580,Stewart Foster,Teresa Martter,,Completed,PAPER WORK - Completed  Accepted in SIS,JASANIC,1.0,Resins,Reinforcing,SI GROUP,"Rio Claro, SP, Brazil",Rio Claro,SP,Brazil,"Rio Claro, SP, Brazil",HRJ 11995,,,,,,,,,NA,Topeka,2019-12-13,RFX0011206,1.16,0,0,0,CASHEW NUTSHELL OIL-MODIFIED PHENOLIC NOVOLAC RESIN WITH 30% CASHEW NUTSHELL OIL,Resins,Reinforcing,CHEM,CHEM,MISCELLANEOUS,N,Y, ,"Si Group will be changing production locations of code Jasanic, moving from Rotterdam Junction, NY to Rio Clara, Brazil beginning 2020. Therefore, GY needs to conduct new source/source changes in 2019 to prepare for the change. The three GY plants impacted are Danville, Topeka and Med Hat.",,,,,,"LA, NA",
69510,AGENT APPROVAL,AA_069510,RAW MATERIAL,GTC*A,,2019-05-06 10:09:02,7366,Branden Pelle,Jeffery H Hayat,,Completed,PAPER WORK - Completed,HAWKAX,13.0,Curing Materials,Accelerators,KEMAI CHEMICAL,JMQ,Tianjin,Others,China,"JMQ, Tianjin, China",CBS,Simko Brazil (BIESTERFELD / SIMBRAS),Cordeiros,Cordeiros,Others,Brazil,"Cordeiros, Brazil",,,,,,N0045714,,,,,,,,,,,,,,Need agent approval for Simko to distribute Kemai's material in LA,N,,,,,"AP, EMEA, LA, NA",
69512,AGENT APPROVAL,AA_069512,RAW MATERIAL,GTC*A,,2019-05-06 13:55:27,7366,Branden Pelle,Jeffery H Hayat,,Cancelled,PROGRAM INITIATION - Completed ,HAWKAX,13.0,Curing Materials,Accelerators,KEMAI CHEMICAL,JMQ,Tianjin,Others,China,"JMQ, Tianjin, China",CBS,Simko Chile (POLYFIBRA S.A.),Santiago,Santiago,Others,Chile,"Santiago, Chile",,,,,,N0045715,,,,,,,,,,,,,,Agent approval needed for Simko to deliver Kemai material in LA,N,,,,,"AP, EMEA, LA, NA",
69514,AGENT APPROVAL,AA_069514,RAW MATERIAL,GTC*A,,2019-05-06 13:58:54,7366,Branden Pelle,Jeffery H Hayat,,Created,PROGRAM INITIATION - In Progress ,KERWAX,7.0,Curing Materials,Accelerators,KEMAI CHEMICAL,JMQ,Tianjin,Others,China,"JMQ, Tianjin, China",TBBS (NS),Simko Chile (POLYFIBRA S.A.),Santiago,Santiago,Others,Chile,"Santiago, Chile",,,,,,N0045717,,,,,,,,,,,,,,Agent approval needed for Simko to deliver Kemai material in LA,N,,,,,"AP, EMEA, LA, NA",
69515,AGENT APPROVAL,AA_069515,RAW MATERIAL,GTC*A,,2019-05-06 14:00:51,7366,Branden Pelle,Jeffery H Hayat,,Created,PROGRAM INITIATION - In Progress ,CITAX,4.0,Curing Materials,Accelerators,KEMAI CHEMICAL,JMQ,Tianjin,Others,China,"JMQ, Tianjin, China",ACCELERATOR DCBS (DZ),Simko Brazil (BIESTERFELD / SIMBRAS),Cordeiros,Cordeiros,Others,Brazil,"Cordeiros, Brazil",,,,,,N0045718,,,,,,,,,,,,,,Agent approval needed for Simko to deliver Kemai material in LA,N,,,,,"AP, EMEA, LA, NA",
69521,SOURCE CHANGE,SC_069521,RAW MATERIAL,GTC*L,,2019-05-06 14:12:42,6580,Stewart Foster,Ekrem Inaler,,Cancelled,PROGRAM INITIATION -  ,TYLERAXH,0.0,Curing Materials,Accelerators,Shandong Yanggu Huatai Chemical Co.Ltd.,"No.217, Qinghexi Road, Yanggu County, Liaocheng City, Shandong Province, China",Liaocheng,Others,China,"No.217, Qinghexi Road, Yanggu County,  City, Shandong Province, Liaocheng, China",TBSI,SAWEX,WARSAW,WARSAW,Others,Poland,"WARSAW, Poland",PCO,Accelerator,,,,N0045724,,,,,,,,,,,,,,,,,,,,,
69586,NEW MATERIAL,NM_069586,RAW MATERIAL,GTC*A,,2019-05-07 12:07:40,7740,Rob Dennis-Pelcher,Rob Dennis-Pelcher,Rob Dennis-Pelcher,Created,PROGRAM INITIATION - In Progress ,,,,,Solid Carbon Products,"Provo, Utah",Provo,UT,USA,"Utah, Provo, UT, USA",,,,,,,,,,NA,Other,,N0045726,,,,,,,,,,,,,,Copied from parent program - benchmark carbon black made from CO2,,,,,,"AP, EMEA, LA, NA",
